Position.x;Position.y;Position.z;Rotation.x;Rotation.y;Rotation.z
0,439025;0,8015698;0,6862408;345,906;17,36486;359,0907
0,4387905;0,8013619;0,6861491;345,8898;17,36465;359,0861
0,4387664;0,8013467;0,6861467;345,8896;17,3645;359,084
0,4387472;0,8013279;0,686146;345,8891;17,36444;359,0882
0,4386975;0,801187;0,6860372;345,8914;17,36886;359,08
0,4386859;0,8011441;0,6860204;345,8917;17,37098;359,0813
0,4388697;0,8013773;0,6861053;345,9033;17,37327;359,084
0,4389861;0,8013589;0,6861516;345,9002;17,37082;359,0809
0,4389799;0,8013596;0,6861577;345,8987;17,36888;359,0816
0,4391429;0,8015078;0,6861966;345,912;17,37503;359,0835
0,4389485;0,8013253;0,6861049;345,8932;17,37237;359,077
0,4389421;0,8012949;0,6861019;345,9012;17,36962;359,0764
0,4390105;0,8014703;0,6862357;345,9093;17,36954;359,0867
0,43915;0,8015296;0,6863104;345,9008;17,36479;359,0854
0,4391394;0,8015357;0,6863223;345,8976;17,36699;359,0827
0,4391823;0,8016478;0,6864284;345,9165;17,36835;359,0887
0,4391261;0,8017295;0,6863587;345,9065;17,3654;359,0911
0,4391092;0,8017568;0,6863611;345,9003;17,3617;359,0952
0,4392822;0,8018421;0,686329;345,9078;17,36996;359,09
0,439092;0,8016756;0,6862104;345,8967;17,37211;359,0829
0,4390765;0,8016726;0,6862148;345,897;17,36598;359,087
0,4392166;0,8017467;0,6861814;345,9061;17,37407;359,0861
0,4393772;0,8017675;0,6862531;345,9003;17,37218;359,0803
0,4393788;0,8017841;0,6862497;345,8976;17,36809;359,0879
0,4394232;0,801924;0,6863385;345,9116;17,37033;359,0881
0,4394435;0,8019544;0,6863207;345,901;17,36518;359,0842
0,4394475;0,8019819;0,6863123;345,9005;17,36281;359,0849
0,4394758;0,8020228;0,6863668;345,9159;17,36685;359,09
0,4392825;0,8018157;0,6862897;345,9037;17,36436;359,0791
0,4392838;0,8018205;0,6862906;345,9031;17,36512;359,0836
0,4393867;0,8019204;0,6863266;345,9123;17,37108;359,0847
0,4391685;0,801713;0,6862413;345,8998;17,36588;359,084
0,4391751;0,8017145;0,6862399;345,902;17,37003;359,0832
0,4392843;0,8018353;0,6863056;345,9107;17,37396;359,09
0,4393218;0,8018153;0,6863209;345,9034;17,36601;359,0851
0,4393429;0,8018275;0,6863238;345,9014;17,36779;359,0798
0,4394974;0,8019787;0,6863534;345,9051;17,37164;359,0838
0,439436;0,8019552;0,6862953;345,8945;17,36519;359,0872
0,439468;0,8019532;0,6862864;345,8964;17,37035;359,0798
0,4395849;0,8020737;0,6863204;345,8997;17,3735;359,0844
0,4393947;0,8017765;0,686254;345,8981;17,36887;359,0774
0,439404;0,8017887;0,6862388;345,894;17,37099;359,082
0,4394691;0,801882;0,6862749;345,9021;17,37276;359,082
0,4392308;0,8016727;0,6861523;345,8852;17,37009;359,0833
0,4392329;0,8016551;0,686141;345,8913;17,3667;359,0753
0,4392942;0,8018334;0,686276;345,9003;17,368;359,0869
0,4393474;0,8018411;0,686305;345,8961;17,36142;359,0847
0,4393554;0,8018495;0,68631;345,8962;17,36457;359,0872
0,4394455;0,801967;0,6863754;345,9074;17,36304;359,0878
